Województwo,Nr okręgu,Kod gminy,Gmina,Powiat,Obwody,Uprawnieni,Karty wydane,Głosy oddane,Głosy nieważne,Głosy ważne,Dariusz Maciej GRABOWSKI,Piotr IKONOWICZ,Jarosław KALINOWSKI,Janusz KORWIN-MIKKE,Marian KRZAKLEWSKI,Aleksander KWAŚNIEWSKI,Andrzej LEPPER,Jan ŁOPUSZAŃSKI,Andrzej Marian OLECHOWSKI,Bogdan PAWŁOWSKI,Lech WAŁĘSA,Tadeusz Adam WILECKI
KUJAWSKO-POMORSKIE,5,041602,Gostycyn,tucholski,5,3851,2495,2496,25,2471,19,6,233,18,247,1530,146,23,227,3,12,7
KUJAWSKO-POMORSKIE,5,040701,Inowrocław,inowrocławski,43,61305,42808,42790,330,42460,196,133,707,449,3985,30769,579,233,5030,23,288,68
KUJAWSKO-POMORSKIE,5,040704,Inowrocław gm.,inowrocławski,6,8041,4408,4408,63,4345,22,4,453,36,295,2888,227,27,346,2,38,7
KUJAWSKO-POMORSKIE,5,040705,Janikowo,inowrocławski,10,10117,6572,6572,62,6510,24,6,346,43,550,4714,186,18,568,7,40,8
KUJAWSKO-POMORSKIE,5,041903,Janowiec Wielkopolski,żniński,10,7176,4924,4924,41,4883,16,9,458,25,286,3501,235,15,295,5,30,8
KUJAWSKO-POMORSKIE,5,040902,Jeziora Wielkie,mogileński,5,3805,2270,2270,39,2231,5,2,264,12,101,1589,124,11,116,1,3,3
KUJAWSKO-POMORSKIE,5,041404,Jeżewo,świecki,4,5512,3235,3234,47,3187,22,3,182,33,395,2003,126,12,377,1,28,5
KUJAWSKO-POMORSKIE,5,041301,Kamień Krajeński,sępoleński,5,4935,3051,3051,26,3025,16,3,142,16,313,2010,214,16,263,1,28,3
KUJAWSKO-POMORSKIE,5,041001,Kcynia,nakielski,8,10054,6081,6075,75,6000,21,10,699,46,485,3837,334,26,498,5,35,4
KUJAWSKO-POMORSKIE,5,041603,Kęsowo,tucholski,3,3142,1976,1976,19,1957,20,1,218,10,194,1158,100,21,203,0,25,7
KUJAWSKO-POMORSKIE,5,040304,Koronowo,bydgoski,20,16907,10586,10581,114,10467,41,20,455,123,916,7131,612,93,976,8,77,15
KUJAWSKO-POMORSKIE,5,040706,Kruszwica,inowrocławski,20,15397,9641,9641,92,9549,46,19,586,78,806,6704,457,57,736,10,39,11
KUJAWSKO-POMORSKIE,5,041405,Lniano,świecki,4,2930,1804,1804,34,1770,5,3,202,16,173,1035,133,12,162,3,21,5
KUJAWSKO-POMORSKIE,5,041604,Lubiewo,tucholski,5,4103,2668,2668,41,2627,15,2,231,22,310,1559,214,27,215,3,23,6
KUJAWSKO-POMORSKIE,5,041904,Łabiszyn,żniński,8,6559,3872,3872,41,3831,15,9,309,41,389,2400,219,24,382,1,33,9
KUJAWSKO-POMORSKIE,5,040903,Mogilno,mogileński,16,18674,12417,12416,135,12281,35,15,1060,72,892,8364,399,39,1306,10,75,14
KUJAWSKO-POMORSKIE,5,041002,Mrocza,nakielski,7,6350,3944,3944,42,3902,9,5,253,28,327,2739,147,10,338,6,36,4
KUJAWSKO-POMORSKIE,5,041003,Nakło nad Notecią,nakielski,21,24931,16169,16167,125,16042,75,29,402,183,1650,10848,402,98,2161,10,168,16
KUJAWSKO-POMORSKIE,5,040305,Nowa Wieś Wielka,bydgoski,3,5046,2887,2887,30,2857,8,4,90,37,259,2015,70,6,343,3,11,11
KUJAWSKO-POMORSKIE,5,041406,Nowe,świecki,9,8312,4441,4439,40,4399,23,10,150,39,515,2779,127,15,663,5,59,14
KUJAWSKO-POMORSKIE,5,041407,Osie,świecki,4,3755,2262,2262,34,2228,13,5,85,21,209,1500,103,11,250,2,27,2
KUJAWSKO-POMORSKIE,5,040306,Osielsko,bydgoski,8,4485,2776,2775,41,2734,14,2,56,59,284,1666,89,25,509,1,24,5
KUJAWSKO-POMORSKIE,5,040707,Pakość,inowrocławski,6,7545,4674,4674,53,4621,19,10,233,38,272,3338,170,30,453,7,39,12
KUJAWSKO-POMORSKIE,5,041408,Pruszcz,świecki,7,6786,4190,4190,48,4142,21,7,417,44,388,2515,264,17,397,3,58,11
KUJAWSKO-POMORSKIE,5,041905,Rogowo,żniński,6,5191,3458,3457,43,3414,13,7,307,23,226,2352,184,37,228,4,27,6
KUJAWSKO-POMORSKIE,5,040708,Rojewo,inowrocławski,6,3270,1834,1834,22,1812,4,1,356,5,172,1025,93,17,120,2,9,8
KUJAWSKO-POMORSKIE,5,041004,Sadki,nakielski,9,5093,3312,3312,43,3269,6,0,229,24,276,2200,191,20,298,0,17,8
KUJAWSKO-POMORSKIE,5,041302,Sępólno Krajeńskie,sępoleński,10,11656,7485,7484,76,7408,30,9,326,49,640,5062,286,18,910,6,63,9
KUJAWSKO-POMORSKIE,5,040307,Sicienko,bydgoski,7,5883,3486,3485,44,3441,7,6,238,24,312,2283,174,26,322,1,36,12
KUJAWSKO-POMORSKIE,5,040308,Solec Kujawski,bydgoski,10,11537,7625,7623,83,7540,54,7,117,77,885,5159,143,23,1001,6,53,15
KUJAWSKO-POMORSKIE,5,041303,Sośno,sępoleński,5,3756,2358,2358,31,2327,6,3,227,16,86,1647,195,12,121,3,7,4
KUJAWSKO-POMORSKIE,5,040904,Strzelno,mogileński,10,9286,6000,6000,61,5939,17,15,487,70,459,4248,167,35,397,2,36,6
KUJAWSKO-POMORSKIE,5,041005,Szubin,nakielski,15,15817,10039,10036,96,9940,41,19,453,76,770,6875,287,50,1264,6,78,21
KUJAWSKO-POMORSKIE,5,041605,Śliwice,tucholski,4,3941,2382,2382,33,2349,10,2,180,13,347,1290,77,38,356,2,33,1
KUJAWSKO-POMORSKIE,5,041409,Świecie,świecki,20,25980,15637,15630,166,15464,88,19,448,160,1334,10602,434,98,2093,13,145,30
KUJAWSKO-POMORSKIE,5,041410,Świekatowo,świecki,2,2485,1607,1607,20,1587,4,0,129,10,130,979,139,6,167,0,17,6
KUJAWSKO-POMORSKIE,5,041606,Tuchola,tucholski,16,14659,9680,9681,95,9586,43,11,453,112,967,6116,309,73,1384,9,82,27
KUJAWSKO-POMORSKIE,5,041411,Warlubie,świecki,5,4865,2354,2354,41,2313,14,5,168,11,196,1459,113,14,288,4,38,3
KUJAWSKO-POMORSKIE,5,041304,Więcbork,sępoleński,10,9724,6057,6055,67,5988,24,7,381,47,779,3756,245,37,632,4,62,14
KUJAWSKO-POMORSKIE,5,040709,Złotniki Kujawskie,inowrocławski,10,6523,4056,4056,65,3991,10,5,374,32,224,2759,187,21,347,3,24,5
KUJAWSKO-POMORSKIE,5,041906,Żnin,żniński,19,18485,12477,12475,135,12340,72,18,859,97,1034,8304,516,122,1185,11,104,18
KUJAWSKO-POMORSKIE,6,040202,Bobrowo,brodnicki,5,4649,2604,2604,30,2574,4,5,350,6,185,1670,183,9,138,0,10,14
KUJAWSKO-POMORSKIE,6,040201,Brodnica,brodnicki,16,20294,12790,12784,101,12683,58,19,325,111,1665,8086,282,61,1965,7,88,16
KUJAWSKO-POMORSKIE,6,040203,Brodnica gm.,brodnicki,5,4159,2023,2023,28,1995,12,0,261,8,196,1150,148,6,193,1,17,3
KUJAWSKO-POMORSKIE,6,040204,Brzozie,brodnicki,3,2683,1627,1627,26,1601,1,1,176,5,189,973,122,14,95,2,20,3
KUJAWSKO-POMORSKIE,6,040401,Chełmno,chełmiński,17,16331,10212,10206,95,10111,36,24,207,90,1148,6985,178,143,1199,6,71,24
KUJAWSKO-POMORSKIE,6,040402,Chełmno gm.,chełmiński,4,3547,1762,1762,26,1736,6,5,245,14,92,1062,160,15,120,1,10,6
KUJAWSKO-POMORSKIE,6,041501,Chełmża,toruński,6,11599,6539,6535,77,6458,32,14,145,74,809,4262,110,40,879,5,83,5
KUJAWSKO-POMORSKIE,6,041502,Chełmża gm.,toruński,8,6925,3491,3490,42,3448,10,2,461,19,239,2206,240,10,224,4,25,8
KUJAWSKO-POMORSKIE,6,040502,Ciechocin,golubsko-dobrzyński,2,2778,1456,1456,12,1444,1,0,292,12,156,748,113,11,91,4,14,2
KUJAWSKO-POMORSKIE,6,041503,Czernikowo,toruński,4,5766,2761,2749,36,2713,3,4,253,26,280,1650,176,9,282,0,26,4
KUJAWSKO-POMORSKIE,6,041702,Dębowa Łąka,wąbrzeski,2,2410,1278,1278,13,1265,6,3,235,5,98,727,126,3,47,1,13,1
KUJAWSKO-POMORSKIE,6,040501,Golub-Dobrzyń,golubsko-dobrzyński,6,9466,6053,6051,72,5979,26,10,181,48,761,3920,148,30,780,6,60,9
KUJAWSKO-POMORSKIE,6,040503,Golub-Dobrzyń gm.,golubsko-dobrzyński,5,5886,2972,2972,33,2939,10,3,442,22,269,1717,241,10,201,1,20,3
KUJAWSKO-POMORSKIE,6,040205,Górzno,brodnicki,4,2848,1573,1572,27,1545,4,2,119,14,223,845,148,15,163,1,11,0
KUJAWSKO-POMORSKIE,6,040206,Grążawy,brodnicki,3,3383,1889,1889,32,1857,6,1,247,15,203,1048,152,9,142,1,26,7
KUJAWSKO-POMORSKIE,6,046201,Grudziądz,Grudziądz,52,78236,49282,49265,377,48888,191,88,636,524,4738,33766,894,238,7266,33,441,73
KUJAWSKO-POMORSKIE,6,040601,Grudziądz gm.,grudziądzki,10,7002,3696,3696,23,3673,17,1,261,32,337,2430,205,9,358,2,18,3
KUJAWSKO-POMORSKIE,6,040602,Gruta,grudziądzki,5,4827,2825,2825,26,2799,9,3,298,12,177,1799,281,7,190,1,18,4
KUJAWSKO-POMORSKIE,6,040207,Jabłonowo Pomorskie,brodnicki,7,6867,3979,3979,40,3939,15,5,380,16,433,2539,185,19,305,1,34,7
KUJAWSKO-POMORSKIE,6,040403,Kijewo Królewskie,chełmiński,4,3120,1866,1867,17,1850,7,6,250,14,153,1108,165,26,103,1,16,1
KUJAWSKO-POMORSKIE,6,040504,Kowalewo Pomorskie,golubsko-dobrzyński,8,8333,4763,4763,50,4713,14,3,477,28,459,2979,250,27,435,3,29,9
KUJAWSKO-POMORSKIE,6,041703,Książki,wąbrzeski,3,3278,1865,1865,32,1833,4,2,245,10,141,1088,204,5,117,2,11,4
KUJAWSKO-POMORSKIE,6,040404,Lisewo,chełmiński,4,3891,2132,2132,22,2110,3,2,319,19,143,1283,159,8,154,1,9,10
KUJAWSKO-POMORSKIE,6,041504,Lubicz,toruński,8,9626,5342,5340,50,5290,23,8,246,57,852,2896,208,34,883,1,70,12
KUJAWSKO-POMORSKIE,6,040603,Łasin,grudziądzki,6,6403,3620,3617,28,3589,18,5,289,16,262,2335,280,12,334,0,36,2
KUJAWSKO-POMORSKIE,6,041505,Łubianka,toruński,4,3907,2291,2291,41,2250,8,0,328,19,253,1308,120,22,164,2,22,4
KUJAWSKO-POMORSKIE,6,041506,Łysomice,toruński,3,5489,2834,2834,26,2808,8,0,220,28,276,1794,120,16,322,0,22,2
KUJAWSKO-POMORSKIE,6,041507,Obrowo,toruński,4,5693,2952,2950,50,2900,11,4,436,26,386,1419,226,24,326,2,39,1
KUJAWSKO-POMORSKIE,6,040208,Osiek,brodnicki,2,3061,1515,1513,11,1502,7,0,299,5,175,785,122,2,80,3,17,7
KUJAWSKO-POMORSKIE,6,040405,Papowo Biskupie,chełmiński,5,3108,1753,1753,21,1732,5,4,156,4,114,1239,91,7,94,2,5,11
KUJAWSKO-POMORSKIE,6,041704,Płużnica,wąbrzeski,3,3667,1948,1948,16,1932,2,0,255,9,143,1269,137,13,88,2,8,6
KUJAWSKO-POMORSKIE,6,040505,Radomin,golubsko-dobrzyński,3,3103,1613,1613,10,1603,3,3,317,4,137,891,186,9,44,2,4,3
KUJAWSKO-POMORSKIE,6,040604,Radzyń Chełmiński,grudziądzki,5,3583,1970,1970,13,1957,15,1,190,12,180,1202,235,3,106,0,10,3
KUJAWSKO-POMORSKIE,6,040605,Rogóźno,grudziądzki,3,2997,1521,1521,14,1507,5,1,193,6,147,860,161,3,120,0,10,1
KUJAWSKO-POMORSKIE,6,040406,Stolno,chełmiński,3,3601,1989,1989,12,1977,6,4,261,10,181,1262,100,20,122,0,11,0
KUJAWSKO-POMORSKIE,6,040606,Świecie nad Osą,grudziądzki,3,3251,1736,1736,18,1718,6,1,153,8,98,1199,150,4,84,0,14,1
KUJAWSKO-POMORSKIE,6,040209,Świedziebnia,brodnicki,4,3784,1913,1912,24,1888,2,3,413,7,173,978,151,6,129,3,21,2
KUJAWSKO-POMORSKIE,6,046301,Toruń,Toruń,115,158545,103361,103304,685,102619,510,213,1543,1801,16458,55489,1428,796,23017,77,1132,155
KUJAWSKO-POMORSKIE,6,040407,Unisław,chełmiński,4,4846,2806,2806,27,2779,13,3,176,29,317,1726,149,14,330,3,19,0
KUJAWSKO-POMORSKIE,6,041701,Wąbrzeźno,wąbrzeski,8,10647,6685,6681,65,6616,29,15,132,51,546,4611,156,13,1008,4,42,9
KUJAWSKO-POMORSKIE,6,041705,Wąbrzeźno gm.,wąbrzeski,5,6224,3008,3007,21,2986,12,3,365,21,229,1881,252,16,186,2,17,2
KUJAWSKO-POMORSKIE,6,041508,Wielka Nieszawka,toruński,3,2476,1368,1368,15,1353,8,7,27,16,165,787,25,7,298,0,10,3
KUJAWSKO-POMORSKIE,6,040210,Zbiczno,brodnicki,3,3364,1792,1792,19,1773,4,3,152,15,149,1172,103,14,144,0,12,5
KUJAWSKO-POMORSKIE,6,040506,Zbójno,golubsko-dobrzyński,3,3301,1616,1616,15,1601,4,1,287,7,152,864,186,3,87,0,9,1
KUJAWSKO-POMORSKIE,6,041509,Zławieś Wielka,toruński,4,6992,3803,3803,37,3766,20,6,274,43,433,2423,141,31,354,3,37,1
KUJAWSKO-POMORSKIE,7,040101,Aleksandrów Kujawski,aleksandrowski,7,9564,5922,5934,69,5865,30,18,105,43,558,4074,77,16,880,6,53,5
KUJAWSKO-POMORSKIE,7,040104,Aleksandrów Kujawski gm.,aleksandrowski,6,7399,3877,3877,60,3817,16,5,316,26,414,2355,210,14,398,8,48,7
KUJAWSKO-POMORSKIE,7,041802,Baruchowo,włocławski,3,2652,1402,1402,17,1385,2,0,203,5,90,884,131,3,59,0,8,0
KUJAWSKO-POMORSKIE,7,040105,Bądkowo,aleksandrowski,3,3648,2157,2157,29,2128,8,8,451,7,137,1220,194,2,85,0,10,6
KUJAWSKO-POMORSKIE,7,040802,Bobrowniki,lipnowski,3,2220,1079,1079,9,1070,6,6,108,3,66,666,75,2,121,4,10,3
KUJAWSKO-POMORSKIE,7,041803,Boniewo,włocławski,3,2802,1556,1556,11,1545,2,4,230,6,63,1047,127,7,45,3,11,0
KUJAWSKO-POMORSKIE,7,041804,Brześć Kujawski,włocławski,9,8489,5083,5081,55,5026,26,13,449,30,278,3706,178,25,277,2,35,7
KUJAWSKO-POMORSKIE,7,041202,Brzuze,rypiński,4,4149,1967,1967,28,1939,2,7,197,15,188,1265,116,8,121,1,15,4
KUJAWSKO-POMORSKIE,7,041102,Bytoń,radziejowski,4,2956,1715,1715,17,1698,5,2,282,6,91,1084,155,5,59,0,4,5
KUJAWSKO-POMORSKIE,7,041805,Choceń,włocławski,7,6301,3232,3232,48,3184,11,4,260,14,133,2393,168,7,176,4,11,3
KUJAWSKO-POMORSKIE,7,041806,Chodecz,włocławski,6,5008,2456,2456,37,2419,12,3,305,13,199,1472,188,22,191,2,8,4
KUJAWSKO-POMORSKIE,7,040803,Chrostkowo,lipnowski,3,2425,1039,1039,21,1018,5,1,178,2,111,519,108,1,78,2,9,4
KUJAWSKO-POMORSKIE,7,040102,Ciechocinek,aleksandrowski,4,9919,6928,6924,50,6874,37,21,174,88,1188,3927,82,49,1236,6,56,10
KUJAWSKO-POMORSKIE,7,041103,Dobre,radziejowski,5,4316,2499,2498,36,2462,11,6,331,10,188,1604,149,12,118,2,23,8
KUJAWSKO-POMORSKIE,7,040804,Dobrzyń nad Wisłą,lipnowski,8,6091,3324,3323,40,3283,13,5,585,18,239,1963,138,17,246,2,53,4
KUJAWSKO-POMORSKIE,7,041807,Fabianki,włocławski,4,5692,3019,3019,35,2984,4,5,235,19,203,2095,89,7,290,1,31,5
KUJAWSKO-POMORSKIE,7,041808,Izbica Kujawska,włocławski,7,6026,3266,3265,44,3221,23,8,396,15,338,1796,411,11,198,1,20,4
KUJAWSKO-POMORSKIE,7,040805,Kikół,lipnowski,5,5264,2463,2463,29,2434,6,5,293,18,255,1406,138,17,260,1,32,3
KUJAWSKO-POMORSKIE,7,040106,Koneck,aleksandrowski,4,2718,1488,1488,28,1460,3,1,279,1,93,880,133,4,56,1,7,2
KUJAWSKO-POMORSKIE,7,041801,Kowal,włocławski,2,2611,1650,1649,24,1625,10,5,83,7,157,1096,72,23,154,0,13,5
KUJAWSKO-POMORSKIE,7,041809,Kowal gm.,włocławski,4,3173,1573,1573,29,1544,1,3,303,11,137,822,151,7,91,2,16,0
KUJAWSKO-POMORSKIE,7,040801,Lipno,lipnowski,7,11521,6610,6610,81,6529,27,17,162,39,768,4185,168,22,1023,6,99,13
KUJAWSKO-POMORSKIE,7,040806,Lipno gm.,lipnowski,7,8188,3862,3861,73,3788,11,5,663,12,332,2206,227,7,287,5,24,9
KUJAWSKO-POMORSKIE,7,041810,Lubanie,włocławski,3,3516,1911,1910,26,1884,4,3,167,17,164,1209,136,6,148,1,27,2
KUJAWSKO-POMORSKIE,7,041811,Lubień Kujawski,włocławski,10,6033,2978,2978,55,2923,7,6,457,22,231,1723,201,6,250,1,17,2
KUJAWSKO-POMORSKIE,7,041812,Lubraniec,włocławski,7,7964,4654,4653,66,4587,9,8,666,34,444,2662,328,16,368,3,38,11
KUJAWSKO-POMORSKIE,7,040103,Nieszawa,aleksandrowski,1,1615,1007,1007,13,994,4,5,88,8,111,622,25,5,98,0,25,3
KUJAWSKO-POMORSKIE,7,041104,Osięciny,radziejowski,6,6378,3771,3771,40,3731,11,1,478,22,210,2531,272,6,172,0,22,6
KUJAWSKO-POMORSKIE,7,041105,Piotrków Kujawski,radziejowski,11,7495,4198,4197,60,4137,5,20,443,18,375,2749,220,10,260,3,28,6
KUJAWSKO-POMORSKIE,7,040107,Raciążek,aleksandrowski,1,2227,1298,1298,21,1277,4,3,141,20,123,759,53,12,150,2,8,2
KUJAWSKO-POMORSKIE,7,041101,Radziejów,radziejowski,3,4797,3117,3116,35,3081,25,32,85,34,333,2095,69,11,371,2,20,4
KUJAWSKO-POMORSKIE,7,041106,Radziejów gm.,radziejowski,6,3404,1841,1841,27,1814,2,4,369,13,103,1094,135,4,82,1,4,3
KUJAWSKO-POMORSKIE,7,041203,Rogowo,rypiński,5,3754,1521,1521,22,1499,1,1,203,8,242,802,78,5,137,1,16,5
KUJAWSKO-POMORSKIE,7,041201,Rypin,rypiński,8,12499,7458,7456,70,7386,36,22,190,76,908,4706,121,26,1197,10,87,7
KUJAWSKO-POMORSKIE,7,041204,Rypin gm.,rypiński,7,5505,2536,2535,38,2497,6,3,417,11,214,1502,140,17,159,2,25,1
KUJAWSKO-POMORSKIE,7,040807,Skępe,lipnowski,6,5712,2790,2789,28,2761,17,2,207,14,334,1728,115,3,296,4,38,3
KUJAWSKO-POMORSKIE,7,041205,Skrwilno,rypiński,4,4830,2222,2222,26,2196,11,3,379,9,336,1132,128,4,180,3,7,4
KUJAWSKO-POMORSKIE,7,040808,Tłuchowo,lipnowski,4,3414,1566,1566,25,1541,7,1,246,10,116,902,106,4,106,0,39,4
KUJAWSKO-POMORSKIE,7,041107,Topólka,radziejowski,6,3991,2240,2240,40,2200,5,6,364,7,146,1354,223,5,82,1,6,1
KUJAWSKO-POMORSKIE,7,040108,Waganiec,aleksandrowski,6,3376,1895,1895,26,1869,2,5,215,7,135,1266,69,8,143,0,16,3
KUJAWSKO-POMORSKIE,7,041206,Wąpielsk,rypiński,4,3247,1721,1721,15,1706,9,2,298,5,99,1117,98,8,64,1,5,0
KUJAWSKO-POMORSKIE,7,040809,Wielgie,lipnowski,5,4851,2302,2302,35,2267,5,3,324,6,249,1368,106,6,171,0,24,5
KUJAWSKO-POMORSKIE,7,046401,Włocławek,Włocławek,60,95511,62232,62181,567,61614,291,226,1054,736,6136,42277,1062,258,8881,59,559,75
KUJAWSKO-POMORSKIE,7,041813,Włocławek gm.,włocławski,6,4735,2535,2535,46,2489,10,7,214,11,176,1765,94,4,180,1,24,3
KUJAWSKO-POMORSKIE,7,040109,Zakrzewo,aleksandrowski,4,2964,1687,1687,25,1662,4,1,267,6,98,1025,158,5,78,1,17,2
LUBELSKIE,8,060802,Abramów,lubartowski,7,3477,2145,2145,47,2098,10,5,969,14,129,635,226,12,72,2,8,16
LUBELSKIE,8,060901,Bełżyce,lubelski,11,9983,6213,6199,69,6130,33,19,1620,73,1119,1997,352,67,778,9,43,20
LUBELSKIE,8,060902,Borzechów,lubelski,6,3000,1814,1814,31,1783,5,0,783,11,229,481,169,13,73,1,12,6
LUBELSKIE,8,060903,Bychawa,lubelski,12,9515,5045,5045,63,4982,14,6,1490,44,512,2024,376,34,449,1,24,8
LUBELSKIE,8,061001,Cyców,łęczyński,10,5378,2773,2772,34,2738,13,3,474,24,318,1310,334,48,184,1,20,9
LUBELSKIE,8,060803,Firlej,lubartowski,8,4765,2523,2523,37,2486,12,2,495,16,199,1428,208,10,102,1,12,1
LUBELSKIE,8,060904,Garbów,lubelski,8,6571,3850,3849,68,3781,16,11,1066,39,533,1489,234,35,318,3,29,8
LUBELSKIE,8,060905,Głusk,lubelski,4,4629,2410,2408,37,2371,11,1,512,30,465,828,193,38,273,1,15,4
LUBELSKIE,8,060906,Jabłonna,lubelski,6,5703,2774,2774,38,2736,6,1,961,35,197,1068,248,12,188,2,12,6
LUBELSKIE,8,060907,Jastków,lubelski,7,7899,4383,4378,51,4327,19,11,1151,56,653,1532,245,62,555,4,31,8
LUBELSKIE,8,060804,Jeziorzany,lubartowski,3,2504,1317,1317,33,1284,9,7,306,11,140,611,113,5,74,4,1,3
LUBELSKIE,8,060805,Kamionka,lubartowski,9,4941,2657,2657,49,2608,16,2,499,20,257,1310,252,21,205,5,20,1
LUBELSKIE,8,060806,Kock,lubartowski,8,5332,2996,2995,60,2935,27,4,659,22,403,1230,270,16,262,5,32,5
LUBELSKIE,8,060908,Konopnica,lubelski,6,7365,4171,4171,42,4129,20,9,992,37,551,1584,308,54,542,2,18,12
LUBELSKIE,8,060909,Krzczonów,lubelski,5,4279,2227,2227,37,2190,3,3,944,9,150,769,208,6,90,1,6,1
LUBELSKIE,8,060801,Lubartów,lubartowski,12,17781,11740,11733,112,11621,129,48,724,231,1743,6097,282,147,2075,23,99,23
LUBELSKIE,8,060807,Lubartów gm.,lubartowski,11,7058,3909,3908,62,3846,40,9,577,40,649,1732,315,35,393,5,45,6
LUBELSKIE,8,066301,Lublin,Lublin,190,272386,178843,178702,1526,177176,1335,596,6369,4431,38790,80527,2972,2902,36463,232,2039,520
LUBELSKIE,8,061002,Ludwin,łęczyński,3,3572,1756,1756,25,1731,2,1,299,13,186,824,270,6,117,1,10,2
LUBELSKIE,8,061003,Łęczna,łęczyński,14,17047,10643,10639,70,10569,74,23,1023,163,1535,5654,329,126,1538,16,61,27
LUBELSKIE,8,061702,Mełgiew,świdnicki,7,5554,2859,2859,37,2822,10,4,646,30,477,1019,265,29,311,2,25,4
LUBELSKIE,8,060808,Michów,lubartowski,6,5189,2800,2799,48,2751,6,8,889,10,359,1116,153,38,145,4,19,4
LUBELSKIE,8,061004,Milejów,łęczyński,11,7135,3575,3575,60,3515,21,5,565,29,341,1956,238,12,312,6,22,8
LUBELSKIE,8,060910,Niedrzwica Duża,lubelski,10,7852,4791,4790,60,4730,17,13,1148,61,922,1584,330,55,538,6,40,16
LUBELSKIE,8,060809,Niedźwiada,lubartowski,6,4829,2745,2745,32,2713,14,4,718,17,447,1028,239,41,168,6,24,7
LUBELSKIE,8,060911,Niemce,lubelski,9,10780,5815,5815,64,5751,31,6,973,76,985,2513,391,73,621,9,53,20
LUBELSKIE,8,060810,Ostrów Lubelski,lubartowski,4,3613,2502,2500,39,2461,14,5,558,13,439,1003,198,41,174,1,9,6
LUBELSKIE,8,060811,Ostrówek,lubartowski,5,3342,1808,1808,38,1770,3,1,557,15,194,754,158,10,71,0,6,1
LUBELSKIE,8,061703,Piaski,świdnicki,12,8495,4063,4063,37,4026,14,13,1073,52,468,1476,471,35,382,10,27,5
LUBELSKIE,8,061005,Puchaczów,łęczyński,4,3570,1949,1949,32,1917,6,5,497,13,224,775,238,10,125,5,12,7
LUBELSKIE,8,061704,Rybczewice,świdnicki,5,3440,1638,1633,39,1594,4,1,619,12,134,470,248,3,89,2,8,4
LUBELSKIE,8,060812,Serniki,lubartowski,4,3606,2260,2260,31,2229,5,0,527,18,484,725,240,52,146,1,29,2
LUBELSKIE,8,061006,Spiczyn,łęczyński,5,3764,1995,1995,32,1963,8,1,389,19,251,927,202,7,149,0,7,3
LUBELSKIE,8,060912,Strzyżewice,lubelski,7,5599,2965,2965,40,2925,13,3,964,39,320,1106,230,16,211,1,21,1
LUBELSKIE,8,061701,Świdnik,świdnicki,22,32015,20554,20552,160,20392,195,74,909,531,3857,9864,439,268,3959,34,193,69
LUBELSKIE,8,061705,Trawniki,świdnicki,6,7091,3339,3338,63,3275,16,5,410,28,450,1666,277,72,296,12,36,7
LUBELSKIE,8,060813,Uścimów,lubartowski,3,2687,1534,1534,18,1516,6,3,465,12,166,665,91,10,84,0,12,2
LUBELSKIE,8,060913,Wojciechów,lubelski,5,4494,2311,2311,35,2276,7,0,728,14,243,805,269,20,173,1,15,1
LUBELSKIE,8,060914,Wólka,lubelski,8,5090,3022,3020,39,2981,19,3,573,31,661,1000,308,21,337,3,20,5
LUBELSKIE,8,060915,Wysokie,lubelski,6,4399,2424,2424,31,2393,1,5,1178,17,140,804,156,10,60,1,16,5
LUBELSKIE,8,060916,Zakrzew,lubelski,4,2710,1548,1547,22,1525,1,4,670,5,88,502,176,2,64,2,4,7
LUBELSKIE,9,061103,Adamów,łukowski,7,4426,2540,2540,41,2499,10,4,482,15,343,1153,271,13,179,3,24,2
LUBELSKIE,9,066101,Biała Podlaska,Biała Podlaska,26,42233,26624,26608,209,26399,167,107,1367,402,4677,13859,729,473,4209,44,303,62
LUBELSKIE,9,060103,Biała Podlaska gm.,bialski,13,8284,4579,4576,53,4523,12,7,839,39,626,2118,410,68,341,7,47,9
LUBELSKIE,9,061502,Borki,radzyński,5,4636,2434,2434,39,2395,7,0,718,14,202,1102,226,19,94,1,8,4
LUBELSKIE,9,061503,Czemierniki,radzyński,4,3711,2367,2367,28,2339,7,5,1033,13,292,637,165,25,145,1,11,5
LUBELSKIE,9,061301,Dębowa Kłoda,parczewski,4,3249,1824,1823,21,1802,10,1,378,6,268,918,93,12,97,0,13,6
LUBELSKIE,9,060104,Drelów,bialski,5,4284,2457,2457,21,2436,10,8,742,12,176,1036,273,38,108,7,16,10
LUBELSKIE,9,061302,Jabłoń,parczewski,6,3266,2147,2146,27,2119,4,4,801,14,333,682,142,12,110,1,10,6
LUBELSKIE,9,060105,Janów Podlaski,bialski,5,4325,2414,2413,39,2374,7,8,497,17,306,1132,158,21,191,2,29,6
LUBELSKIE,9,061504,Kąkolewnica Wschodnia,radzyński,7,6392,3841,3840,53,3787,11,6,1398,28,430,1218,397,42,216,3,30,8
LUBELSKIE,9,060106,Kodeń,bialski,4,3358,1876,1874,41,1833,6,0,151,10,266,1145,112,3,121,4,12,3
LUBELSKIE,9,061505,Komarówka Podlaska,radzyński,5,3974,2429,2429,42,2387,7,3,722,9,371,857,208,17,170,2,19,2
LUBELSKIE,9,060107,Konstantynów,bialski,4,3012,1720,1720,29,1691,7,5,409,9,222,658,192,20,146,2,17,4
LUBELSKIE,9,061104,Krzywda,łukowski,7,7628,3553,3551,71,3480,8,5,764,21,289,1820,268,19,244,7,33,2
